Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears
rodrigo bogarin,py PAR,"MF,FW",Defensa y Just,26,1997,10.0,1,0,0.7,0.9,21,7,377,510,73.92,24,19,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
rodrigo cabral,ar ARG,FW,Huracán,23,2000,15.4,2,1,1.5,0.7,27,11,277,436,63.53,37,22,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
rodrigo castillo,ar ARG,FW,Gimnasia–LP,24,1999,25.9,6,2,8.6,2.3,65,19,497,710,70.0,19,12,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
rodrigo cavallera,ar ARG,"FW,DF",Deportivo Riestra,24,2000,0.6,0,0,0.0,0.0,1,1,5,9,55.56,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
rodrigo echeverria,cl CHI,MF,Huracán,28,1995,23.9,3,1,2.0,1.5,22,10,792,1023,77.42,58,46,34,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
rodrigo fernandez,uy URU,MF,Newell's OB,28,1996,16.4,0,0,0.3,0.3,12,1,570,753,75.7,52,40,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
rodrigo gallo,ar ARG,"DF,MF",Gimnasia–LP,23,2000,5.4,0,0,0.2,0.1,4,0,192,283,67.84,12,9,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
rodrigo herrera,ar ARG,MF,Barracas Central,23,2000,17.3,0,2,0.4,0.2,7,1,453,622,72.83,72,43,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
rodrigo inaki melo,ar ARG,MF,Atlé Tucumán,28,1995,2.0,0,0,0.0,0.0,0,0,57,82,69.51,8,4,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
rodrigo insua,ar ARG,"DF,MF",Barracas Central,26,1997,24.9,3,1,1.7,3.1,22,5,713,1113,64.06,45,34,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
rodrigo marquez,ar ARG,FW,Platense,21,2002,0.1,0,0,0.0,0.0,0,0,2,3,66.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
rodrigo perez,uy URU,MF,Instituto,27,1996,0.6,0,0,0.3,0.2,1,1,19,28,67.86,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
rodrigo pineiro,uy URU,"FW,MF",Vélez Sarsfield,24,1999,0.8,0,0,0.7,0.0,2,2,22,35,62.86,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
rodrigo rey,ar ARG,GK,Independiente,32,1991,27.0,0,0,0.0,0.0,0,0,582,823,70.72,2,2,0,0,17.0,0.63,81.0,63.0,81.5,15.0,55.6,3.0,2.0,1.0,0.0,23.1,0.26,6.1,0.22,152.0,368.0,41.3,596.0,92.0,44.6,37.4,31.0,8.6,16.0,0.59,12.2,True,32.0
rodrigo saravia,uy URU,MF,Gimnasia–LP,23,2000,5.0,0,0,0.2,0.0,6,0,140,186,75.27,15,11,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
rodrigo sayavedra,ar ARG,"DF,MF",Deportivo Riestra,28,1995,7.4,0,0,0.1,0.1,3,1,131,278,47.12,22,11,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
rodrigo villagra,ar ARG,MF,River Plate,22,2001,11.1,0,1,0.1,0.2,5,2,459,528,86.93,25,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
roger martinez,co COL,"FW,MF",Racing Club,29,1994,9.6,5,0,3.2,1.0,29,11,130,194,67.01,10,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
roman gomez,ar ARG,DF,Estudiantes–LP,19,2004,2.0,0,0,0.0,0.0,1,0,57,86,66.28,5,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
roman vega,ar ARG,DF,Arg Juniors,20,2004,20.4,0,0,0.2,1.6,14,2,725,1031,70.32,54,32,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
ronaldo martinez,py PAR,"FW,MF",Platense,27,1996,10.4,3,0,1.9,0.5,24,8,115,263,43.73,4,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
ruben botta,ar ARG,"MF,FW",Talleres,34,1990,15.9,2,5,2.4,2.1,21,8,524,709,73.91,20,12,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
ruben martinez,ar ARG,MF,Independiente,19,2004,15.7,0,0,1.0,0.3,13,4,370,516,71.71,45,25,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
salomon rodriguez,uy URU,FW,Godoy Cruz,23,2000,18.4,8,1,11.1,0.8,49,20,189,310,60.97,14,10,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
samuel beltran,ar ARG,MF,Rosario Central,19,2004,0.7,0,0,0.0,0.0,1,0,19,28,67.86,4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
santi ramos mingo,ar ARG,DF,Defensa y Just,22,2001,22.0,1,1,1.9,0.2,18,6,831,1015,81.87,29,16,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
santiago arzamendia,py PAR,DF,Estudiantes–LP,25,1998,9.3,0,0,0.2,1.9,9,2,302,424,71.23,23,11,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
santiago ascacibar,ar ARG,MF,Estudiantes–LP,26,1997,21.4,4,1,2.9,1.6,39,12,1009,1235,81.7,75,45,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
santiago caseres,ar ARG,MF,Vélez Sarsfield,26,1997,0.3,0,0,0.1,0.0,1,1,26,28,92.86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
santiago coronel,ar ARG,"MF,FW",Barracas Central,23,2000,4.2,0,1,0.2,1.5,11,0,268,358,74.86,8,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
santiago dalmasso,ar ARG,MF,Boca Juniors,19,2004,0.1,0,0,0.0,0.0,0,0,7,7,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
santiago esquivel,ar ARG,MF,Banfield,20,2004,3.2,0,0,0.1,0.0,1,0,86,107,80.37,8,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
santiago flores,ar ARG,DF,Estudiantes–LP,22,2001,3.0,0,1,0.0,0.2,1,0,123,157,78.34,6,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
santiago godoy,ar ARG,FW,Defensa y Just,22,2001,0.5,0,0,0.0,0.2,0,0,6,7,85.71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
santiago gonzalez,ar ARG,MF,Tigre,20,2003,16.1,1,1,0.8,1.1,11,2,445,561,79.32,62,33,40,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
santiago hidalgo,ar ARG,"FW,MF",Independiente,18,2005,8.1,1,2,3.4,1.4,30,14,116,170,68.24,21,15,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
santiago laquidain,ar ARG,DF,Cen. Córdoba–SdE,22,2001,5.7,0,1,0.0,0.2,1,0,293,348,84.2,16,11,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
santiago lencina,ar ARG,FW,River Plate,18,2005,0.1,0,0,0.0,0.0,0,0,8,11,72.73,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
santiago longo,ar ARG,MF,Belgrano,25,1998,6.7,0,0,0.6,0.4,1,0,298,346,86.13,10,6,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
santiago lopez,ar ARG,FW,Independiente,17,2006,10.6,1,0,1.2,0.8,12,5,164,254,64.57,27,19,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
santiago martinez,ar ARG,MF,Godoy Cruz,20,2004,0.2,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
santiago montiel,ar ARG,"FW,MF",Independiente,23,2000,11.0,4,4,2.1,2.0,26,8,252,367,68.66,18,12,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
santiago morales,0,DF,Sarmiento,0,0,0.5,0,0,0.0,0.0,0,0,9,16,56.25,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
santiago quiros,ar ARG,DF,Racing Club,20,2003,11.6,1,0,0.9,0.2,5,1,524,663,79.03,17,14,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
santiago rodriguez,ar ARG,"FW,MF",Arg Juniors,26,1997,5.8,0,0,0.6,0.7,16,3,135,210,64.29,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
santiago salle,ar ARG,DF,Independiente,19,2004,7.3,0,1,0.2,0.7,4,0,221,307,71.99,6,4,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
santiago segovia,ar ARG,"MF,FW",Rosario Central,16,2007,1.5,1,0,0.4,0.0,2,1,44,57,77.19,4,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0
santiago simon,ar ARG,"MF,DF",River Plate,21,2002,19.2,0,1,0.6,1.0,19,4,992,1263,78.54,55,36,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
santiago solari,ar ARG,"FW,MF",Racing Club,26,1998,9.2,2,2,2.0,1.5,19,4,185,292,63.36,11,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
santiago sosa,ar ARG,MF,San Lorenzo,19,2005,9.8,0,0,0.2,0.2,6,0,221,282,78.37,12,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
santiago toloza,ar ARG,MF,Independiente,21,2002,1.5,0,0,0.2,0.1,8,0,49,62,79.03,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
santino andino,ar ARG,"MF,FW",Godoy Cruz,18,2005,11.7,2,2,1.2,1.3,16,5,121,206,58.74,28,15,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
santino primante,ar ARG,"FW,MF",Gimnasia–LP,19,2004,3.7,0,1,0.4,0.4,6,3,36,56,64.29,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
sasha marcich,ar ARG,DF,Platense,25,1998,24.3,1,1,1.5,1.2,23,7,582,1012,57.51,80,54,27,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
saul salcedo,py PAR,DF,Newell's OB,26,1997,19.9,1,0,0.9,0.1,15,3,727,868,83.76,22,13,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
sebastian blanco,ar ARG,MF,San Lorenzo,35,1988,1.7,1,0,0.2,0.1,4,1,41,68,60.29,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
sebastian boselli,uy URU,DF,Estudiantes–LP,20,2003,8.9,1,0,0.5,0.1,7,3,308,391,78.77,17,8,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
sebastian medina,ar ARG,"FW,DF",Tigre,23,2000,5.5,1,0,0.7,0.3,6,1,90,160,56.25,12,6,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
sebastian meza,ar ARG,GK,Huracán,23,2000,3.0,0,0,0.0,0.5,0,0,68,97,70.1,0,0,0,0,4.0,1.33,14.0,10.0,71.4,2.0,66.7,0.0,0.0,0.0,0.0,4.7,0.34,0.7,0.22,12.0,40.0,30.0,76.0,11.0,43.4,38.4,3.0,7.1,1.0,0.33,10.3,True,23.0
sebastian moyano,ar ARG,GK,Barracas Central,33,1990,9.0,0,0,0.0,0.0,0,0,230,299,76.92,0,0,0,0,11.0,1.22,43.0,33.0,81.4,2.0,22.2,3.0,3.0,0.0,0.0,13.6,0.25,3.6,0.4,40.0,95.0,42.1,191.0,54.0,31.9,31.9,14.0,7.6,15.0,1.67,14.8,True,33.0
sebastian palacios,ar ARG,"FW,MF",Talleres,32,1992,5.8,2,1,1.6,0.6,11,3,103,154,66.88,9,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
sebastian prieto,ar ARG,DF,Arg Juniors,30,1993,7.0,0,0,0.3,0.3,12,2,301,413,72.88,13,11,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
sebastian ramirez,ar ARG,FW,Huracán,23,2000,4.7,0,1,1.4,0.3,10,1,56,84,66.67,10,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
sebastian valdez,ar ARG,DF,Cen. Córdoba–SdE,28,1995,22.7,0,0,0.4,0.2,7,2,910,1120,81.25,39,20,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
sebastian villa,co COL,FW,Ind. Rivadavia,27,1996,21.6,4,6,3.4,4.4,49,18,399,674,59.2,12,8,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
sergio quiroga,ar ARG,MF,Sarmiento,29,1994,2.1,0,1,0.0,0.1,1,0,25,44,56.82,6,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
sergio romero,ar ARG,GK,Boca Juniors,36,1987,15.9,0,0,0.0,0.0,0,0,345,478,72.18,0,0,0,0,15.0,0.94,60.0,44.0,75.0,5.0,31.3,1.0,0.0,1.0,0.0,18.3,0.32,3.3,0.21,35.0,150.0,23.3,339.0,89.0,30.4,31.7,11.0,4.4,5.0,0.31,11.5,True,36.0
sheyko studer,ar ARG,DF,Ind. Rivadavia,21,2002,13.8,2,0,0.6,0.0,6,3,329,459,71.68,19,12,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
silvio romero,ar ARG,"FW,MF",Instituto,35,1988,2.6,1,0,0.8,0.1,6,4,24,41,58.54,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
silvio ulariaga,ar ARG,FW,Godoy Cruz,21,2002,4.1,2,0,2.2,0.2,9,3,47,66,71.21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
simon rivero,ar ARG,MF,Unión,20,2003,18.4,1,1,1.4,1.6,27,8,395,583,67.75,37,21,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
siro rosane,ar ARG,MF,Barracas Central,23,2000,18.2,0,0,0.6,0.5,21,5,593,738,80.35,68,35,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
stefano moreyra,ar ARG,MF,Instituto,22,2001,6.3,0,0,0.1,0.2,5,0,173,250,69.2,16,12,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
thiago cardozo,uy URU,GK,Unión,27,1996,26.0,0,0,0.0,0.3,0,0,452,713,63.39,1,1,0,0,25.0,0.96,94.0,68.0,79.8,12.0,46.2,7.0,6.0,1.0,0.0,26.3,0.22,1.3,0.05,125.0,370.0,33.8,498.0,114.0,49.6,40.8,21.0,5.7,20.0,0.77,13.9,True,27.0
thiago fernandez,ar ARG,FW,Vélez Sarsfield,19,2004,21.3,5,5,5.1,4.9,43,13,422,649,65.02,28,13,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
thiago nuss,ar ARG,FW,Cen. Córdoba–SdE,22,2001,0.8,0,0,0.2,0.0,3,0,7,13,53.85,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
thiago ponce,ar ARG,FW,Rosario Central,19,2005,0.1,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
thiago santamaria,ar ARG,DF,Arg Juniors,20,2003,12.9,0,0,0.2,0.5,9,1,502,703,71.41,32,21,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
thomas galdames,cl CHI,DF,Godoy Cruz,25,1998,3.0,0,0,0.2,0.3,4,1,97,130,74.62,7,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
thyago ayala,ar ARG,GK,Sarmiento,22,2001,1.0,0,0,0.0,0.0,0,0,9,25,36.0,0,0,0,0,0.0,0.0,3.0,3.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.5,0.16,0.5,0.49,8.0,24.0,33.3,16.0,0.0,93.8,63.1,0.0,0.0,0.0,0.0,0.0,True,22.0
tiago banega,ar ARG,"MF,DF",Unión,24,1999,0.2,0,0,0.0,0.0,0,0,6,10,60.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
tiago ferreyra,ar ARG,"FW,DF",Defensa y Just,21,2002,0.0,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
tiago palacios,uy URU,"FW,MF",Estudiantes–LP,22,2001,19.4,3,3,4.2,2.1,55,15,584,779,74.97,36,27,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
tobias cervera,sy SYR,FW,Platense,21,2002,1.6,0,0,0.3,0.1,1,1,20,27,74.07,6,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
tobias medina,ar ARG,"MF,FW",San Lorenzo,19,2004,0.6,0,0,0.0,0.1,0,0,37,44,84.09,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
tobias ostchega,ar ARG,DF,Ind. Rivadavia,25,1998,20.7,0,0,1.2,1.7,13,3,571,841,67.9,39,26,20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
tobias palacio,ar ARG,DF,Arg Juniors,17,2006,11.6,0,0,0.6,0.2,5,1,546,659,82.85,16,6,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
tobias rubio,ar ARG,MF,Racing Club,19,2004,0.1,0,0,0.0,0.0,0,0,5,5,100.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
tomas badaloni,ar ARG,FW,Godoy Cruz,23,2000,0.4,0,0,0.3,0.0,5,1,4,5,80.0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
tomas belmonte,ar ARG,MF,Boca Juniors,25,1998,13.5,0,0,1.0,0.0,8,2,580,671,86.44,38,23,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
tomas castro,ar ARG,"MF,DF",Atlé Tucumán,22,2001,2.7,1,0,0.5,0.3,2,2,72,128,56.25,9,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
tomas cavanagh,ar ARG,"FW,DF",Tigre,23,2001,3.3,0,0,0.3,0.2,4,1,125,174,71.84,11,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
tomas conechny,ar ARG,FW,Godoy Cruz,25,1998,2.4,0,0,0.3,0.7,10,2,50,72,69.44,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
tomas durso,ar ARG,GK,Atlé Tucumán,24,1999,27.0,0,0,0.0,0.1,0,0,357,699,51.07,1,1,0,0,27.0,1.0,95.0,68.0,73.7,11.0,40.7,3.0,2.0,1.0,0.0,27.5,0.27,1.5,0.05,203.0,525.0,38.7,467.0,47.0,67.2,47.4,15.0,3.6,25.0,0.93,13.8,True,24.0
tomas fernandez,ar ARG,DF,Tigre,20,2004,3.3,0,0,0.0,0.0,0,0,166,187,88.77,8,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
tomas galvan,ar ARG,"FW,MF",Tigre,23,2000,25.0,2,4,3.3,3.1,25,8,842,995,84.62,48,34,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
tomas guiacobini,ar ARG,MF,Sarmiento,19,2004,8.1,0,1,0.2,0.2,3,0,232,302,76.82,11,4,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
tomas guidara,ar ARG,DF,Vélez Sarsfield,27,1996,3.9,0,0,0.0,0.0,0,0,113,172,65.7,12,9,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
tomas jacob,ar ARG,DF,Newell's OB,19,2004,7.1,0,0,0.1,0.0,4,2,229,286,80.07,17,10,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
tomas marchiori,ar ARG,GK,Vélez Sarsfield,28,1995,25.6,0,0,0.0,0.0,0,0,548,772,70.98,0,0,0,0,15.0,0.59,76.0,61.0,82.9,15.0,57.7,3.0,2.0,1.0,0.0,17.9,0.21,3.9,0.15,94.0,288.0,32.6,568.0,136.0,37.9,34.6,15.0,4.4,21.0,0.82,14.6,True,28.0
tomas molina,ar ARG,FW,Cen. Córdoba–SdE,28,1995,4.0,3,1,2.3,0.9,5,2,54,69,78.26,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
tomas o'connor,ar ARG,MF,Rosario Central,19,2004,4.0,1,0,0.6,0.1,1,1,168,209,80.38,16,11,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
tomas palacios,ar ARG,DF,Ind. Rivadavia,20,2003,8.5,0,0,0.2,0.0,6,1,172,268,64.18,22,15,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
tomas perez,ar ARG,MF,Newell's OB,18,2005,13.3,1,0,0.7,0.2,10,3,410,491,83.5,28,13,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
tomas porra,ar ARG,MF,San Lorenzo,20,2004,0.4,0,0,0.2,0.0,1,0,12,14,85.71,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
tomas pozzo,ar ARG,MF,Godoy Cruz,23,2000,1.9,0,0,0.1,0.1,3,1,101,129,78.29,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
tomas villoldo,ar ARG,"DF,MF",Deportivo Riestra,28,1995,1.6,0,0,0.0,0.0,0,0,18,47,38.3,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
valentin burgoa,ar ARG,"FW,MF",Sarmiento,24,2000,11.7,0,2,1.1,1.2,26,6,225,333,67.57,22,16,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
valentin depietri,ar ARG,FW,Talleres,23,2000,8.5,1,0,1.2,1.6,15,4,186,257,72.37,11,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
valentin fascendini,ar ARG,DF,Unión,20,2003,2.1,0,0,0.1,0.0,3,0,55,75,73.33,14,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
valentin gomez,ar ARG,DF,Vélez Sarsfield,20,2003,21.6,0,0,0.7,0.2,12,2,833,1060,78.58,35,23,42,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
valentin moreno,ar ARG,DF,Tigre,20,2003,4.1,0,0,0.1,0.0,1,0,89,126,70.63,13,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
valentin rodriguez,uy URU,"MF,DF",Gimnasia–LP,22,2001,5.9,0,0,0.2,0.0,7,1,124,176,70.45,10,5,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
valentino acuna,ar ARG,MF,Newell's OB,18,2006,1.8,0,0,0.0,0.0,0,0,49,61,80.33,5,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
vicente poggi,uy URU,MF,Godoy Cruz,21,2002,18.8,3,2,2.4,1.4,19,7,556,713,77.98,75,52,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
vicente taborda,ar ARG,MF,Platense,22,2001,8.5,0,0,0.8,0.3,11,2,245,360,68.06,17,12,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
victor cabrera,ar ARG,DF,Instituto,30,1993,2.2,0,0,0.0,0.0,0,0,54,82,65.85,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
victor malcorra,ar ARG,"MF,FW",Rosario Central,36,1987,16.7,3,5,3.5,3.3,30,6,498,761,65.44,6,3,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0
victorio ramis,ar ARG,FW,Ind. Rivadavia,29,1994,8.5,4,1,2.4,0.9,16,7,126,192,65.62,11,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
walter acuna,ar ARG,"FW,MF",Deportivo Riestra,31,1992,1.3,0,0,0.2,0.1,3,2,17,40,42.5,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
walter bou,ar ARG,FW,Lanús,30,1993,16.6,7,3,5.8,2.6,43,22,330,463,71.27,11,4,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
walter mazzantti,ar ARG,FW,Huracán,27,1996,22.8,3,4,4.3,2.7,30,11,314,457,68.71,45,26,39,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
walter molas,ar ARG,DF,Boca Juniors,19,2004,0.0,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
walter montoya,ar ARG,MF,Cen. Córdoba–SdE,30,1993,4.0,0,0,0.1,0.0,3,0,163,191,85.34,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
walter rodriguez,py PAR,"MF,DF",Deportivo Riestra,28,1995,0.4,0,0,0.0,0.0,0,0,3,7,42.86,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
william alarcon,cl CHI,MF,Huracán,23,2000,20.1,3,3,1.6,1.2,28,5,697,867,80.39,23,17,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
yair ezequiel arismendi,ar ARG,DF,Sarmiento,25,1998,16.5,0,0,0.4,1.7,13,3,287,535,53.64,38,26,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
yaison murillo,co COL,DF,Deportivo Riestra,30,1993,2.2,0,0,0.2,0.0,1,0,24,55,43.64,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
yonatan rodriguez,uy URU,MF,Banfield,30,1993,7.9,0,0,0.2,0.5,7,2,199,263,75.67,22,14,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
yonathan cabral,ar ARG,DF,Gimnasia–LP,31,1992,24.5,0,0,0.7,0.3,7,1,656,923,71.07,61,43,37,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
yonatthan rak,uy URU,DF,Cen. Córdoba–SdE,30,1993,11.1,0,1,0.3,0.5,6,4,395,498,79.32,17,12,11,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
